date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:24:37	59220/59220	---M--	200	added ('OK')	text/css	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/css/animate.css	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/css/animate.css	(from https://zligger.com/index.html_)
14:24:38	55048/55048	---M--	200	added ('OK')	text/css	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/css/settings.css	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/css/settings.css	(from https://zligger.com/index.html_)
14:24:40	57193/57193	---M--	200	added ('OK')	text/css	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/css/ionicons.css	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/css/ionicons.css	(from https://zligger.com/index.html_)
14:24:41	117305/117305	---M--	200	added ('OK')	text/css	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/css/bootstrap.min.css	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/css/bootstrap.min.css	(from https://zligger.com/index.html_)
14:24:42	28055/28055	---M--	200	added ('OK')	text/css	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/css/style.css	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/css/style.css	(from https://zligger.com/index.html_)
14:24:43	7029/7029	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Jan%202019%2021:56:25%20GMT	https://zligger.com/images/logo-light.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/logo-light.png	(from https://zligger.com/index.html_)
14:24:46	205783/205783	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Jan%202019%2022:25:45%20GMT	https://zligger.com/images/hero1.jpg	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/hero1.jpg	(from https://zligger.com/index.html_)
14:24:46	1391/1391	---M--	200	added ('OK')	image/png	date:Sat,%2016%20May%202015%2011:19:14%20GMT	https://zligger.com/images/mouse.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/mouse.png	(from https://zligger.com/index.html_)
14:24:47	4782/4782	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Jan%202019%2011:07:40%20GMT	https://zligger.com/images/icon2-des.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/icon2-des.png	(from https://zligger.com/index.html_)
14:24:50	5204/5204	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Jan%202019%2011:06:54%20GMT	https://zligger.com/images/icon2-dev.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/icon2-dev.png	(from https://zligger.com/index.html_)
14:24:51	4766/4766	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Jan%202019%2011:08:39%20GMT	https://zligger.com/images/icon3-des.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/icon3-des.png	(from https://zligger.com/index.html_)
14:24:53	4744/4744	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Jan%202019%2011:09:56%20GMT	https://zligger.com/images/icon3-dev.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/icon3-dev.png	(from https://zligger.com/index.html_)
14:24:56	1899/1899	---M--	200	added ('OK')	image/png	date:Sat,%2016%20May%202015%2010:38:48%20GMT	https://zligger.com/images/icon7.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/icon7.png	(from https://zligger.com/index.html_)
14:24:58	2227/2227	---M--	200	added ('OK')	image/png	date:Sat,%2016%20May%202015%2010:38:48%20GMT	https://zligger.com/images/icon8.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/icon8.png	(from https://zligger.com/index.html_)
14:24:59	3805/3805	---M--	200	added ('OK')	image/png	date:Sat,%2016%20May%202015%2010:38:48%20GMT	https://zligger.com/images/icon1.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/icon1.png	(from https://zligger.com/index.html_)
14:25:01	3215/3215	---M--	200	added ('OK')	image/png	date:Sat,%2016%20May%202015%2010:38:48%20GMT	https://zligger.com/images/icon4.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/icon4.png	(from https://zligger.com/index.html_)
